schema_version	query_id	query_class	profile	threads	candidate_limit	cache_block_bytes	repeat	status	exit_code	wall_seconds	user_seconds	system_seconds	peak_rss_kib	candidate_count	alignment_count	output_bytes	archive_count	archive_size_bytes	archive_build_wall_seconds	archive_build_cpu_seconds	metadata_requests	head_requests	get_requests	range_requests	stream_requests	requested_bytes	returned_bytes	decoded_bytes	remote_bytes	cache_bytes	cache_hits	cache_misses	cache_evictions	stale_cache_rejections	retries	full_object_fallbacks	seed_buckets_read	sequence_blocks_read	seed_count_proxy	bucket_count_proxy	anchor_count_proxy	chain_count_proxy	sequence_count_proxy	alignment_count_proxy	output_bytes_proxy	thread_count_proxy
1.0.0	NC_001735.1__q50000	large	sensitive	16	100	65536	1	complete	0	1.39998610499606	1.25129	0.131613	502068	1	2	55089	3	26032220			516	0	0	514	0	6210430	6210430	8801664	0	3316300	486	95	0	0	0	0	508	2		1016			4		55089	16
1.0.0	NC_001735.1__q50000	large	sensitive	16	100	262144	1	complete	0	1.383959037004388	1.24875	0.12156399999999999	502248	1	2	55092	3	26032220			516	0	0	514	0	6865790	6865790	8801664	0	3687260	505	27	0	0	0	0	508	2		1016			4		55092	16
1.0.0	NC_001735.1__q50000	large	sensitive	16	100	1048576	1	complete	0	1.4279262120035128	1.282202	0.138124	506732	1	2	55095	3	26032220			516	0	0	514	0	8962942	8962942	8801664	0	3775628	507	10	0	0	0	0	508	2		1016			4		55095	16
1.0.0	repeat-rich-proxy	repeat-rich	fast	1	1	16384	1	complete	0	0.011375255999155343	0.002843	0.00671	26412	1	0	5418	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5418	1
1.0.0	repeat-rich-proxy	repeat-rich	fast	1	1	65536	1	complete	0	0.011866445995110553	0.004582999999999999	0.005510999999999999	25956	1	0	5418	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5418	1
1.0.0	repeat-rich-proxy	repeat-rich	fast	1	1	262144	1	complete	0	0.012243412995303515	0.002972	0.006869999999999999	26452	1	0	5421	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5421	1
1.0.0	repeat-rich-proxy	repeat-rich	fast	1	1	1048576	1	complete	0	0.011886554006196093	0.0039889999999999995	0.006098999999999999	25808	1	0	5424	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5424	1
1.0.0	repeat-rich-proxy	repeat-rich	fast	1	100	16384	1	complete	0	0.012063876994943712	0.0037359999999999997	0.0064269999999999996	26392	1	0	5424	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5424	1
1.0.0	repeat-rich-proxy	repeat-rich	fast	1	100	65536	1	complete	0	0.012286283003049903	0.0027559999999999998	0.007548	25712	1	0	5424	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5424	1
1.0.0	repeat-rich-proxy	repeat-rich	fast	1	100	262144	1	complete	0	0.011097103997599334	0.003322	0.006031	26276	1	0	5427	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5427	1
1.0.0	repeat-rich-proxy	repeat-rich	fast	1	100	1048576	1	complete	0	0.012064005997672211	0.0032909999999999997	0.006704	25056	1	0	5430	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5430	1
1.0.0	repeat-rich-proxy	repeat-rich	fast	4	1	16384	1	complete	0	0.012073014004272409	0.004856	0.007741	45120	1	0	5418	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5418	4
1.0.0	repeat-rich-proxy	repeat-rich	fast	4	1	65536	1	complete	0	0.010850472004676703	0.002764	0.008983999999999999	45056	1	0	5418	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5418	4
1.0.0	repeat-rich-proxy	repeat-rich	fast	4	1	262144	1	complete	0	0.011501152002892923	0.0038859999999999997	0.008551	47212	1	0	5421	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5421	4
1.0.0	repeat-rich-proxy	repeat-rich	fast	4	1	1048576	1	complete	0	0.010940640997432638	0.00404	0.008347	45072	1	0	5424	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5424	4
1.0.0	repeat-rich-proxy	repeat-rich	fast	4	100	16384	1	complete	0	0.011257956000918057	0.002825	0.009639	44740	1	0	5424	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5424	4
1.0.0	repeat-rich-proxy	repeat-rich	fast	4	100	65536	1	complete	0	0.010632163000991568	0.0049629999999999995	0.006991	45032	1	0	5424	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5424	4
1.0.0	repeat-rich-proxy	repeat-rich	fast	4	100	262144	1	complete	0	0.010922066001512576	0.006506	0.0057399999999999994	44960	1	0	5427	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5427	4
1.0.0	repeat-rich-proxy	repeat-rich	fast	4	100	1048576	1	complete	0	0.01126281500182813	0.003666	0.009106	49404	1	0	5430	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5430	4
1.0.0	repeat-rich-proxy	repeat-rich	fast	8	1	16384	1	complete	0	0.013011303002713248	0.004412999999999999	0.01077	59936	1	0	5418	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5418	8
1.0.0	repeat-rich-proxy	repeat-rich	fast	8	1	65536	1	complete	0	0.012234746995090973	0.004386	0.010737	63948	1	0	5418	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5418	8
1.0.0	repeat-rich-proxy	repeat-rich	fast	8	1	262144	1	complete	0	0.012696523001068272	0.001878	0.013108	59936	1	0	5421	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5421	8
1.0.0	repeat-rich-proxy	repeat-rich	fast	8	1	1048576	1	complete	0	0.012714496006083209	0.001954	0.012544999999999999	58100	1	0	5424	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5424	8
1.0.0	repeat-rich-proxy	repeat-rich	fast	8	100	16384	1	complete	0	0.01286956699914299	0.0027359999999999997	0.012747	63664	1	0	5424	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5424	8
1.0.0	repeat-rich-proxy	repeat-rich	fast	8	100	65536	1	complete	0	0.012361373999738134	0.003352	0.011242	63900	1	0	5424	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5424	8
1.0.0	repeat-rich-proxy	repeat-rich	fast	8	100	262144	1	complete	0	0.0121749340032693	0.005242999999999999	0.009594	61932	1	0	5427	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5427	8
1.0.0	repeat-rich-proxy	repeat-rich	fast	8	100	1048576	1	complete	0	0.012090665994037408	0.005144	0.009332	57712	1	0	5430	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5430	8
1.0.0	repeat-rich-proxy	repeat-rich	fast	16	1	16384	1	complete	0	0.012195241994049866	0.007286	0.009231999999999999	25888	1	0	5421	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5421	16
1.0.0	repeat-rich-proxy	repeat-rich	fast	16	1	65536	1	complete	0	0.01100573300209362	0.00464	0.011009999999999999	26508	1	0	5421	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5421	16
1.0.0	repeat-rich-proxy	repeat-rich	fast	16	1	262144	1	complete	0	0.012453516996174585	0.003446	0.013335999999999999	25360	1	0	5424	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5424	16
1.0.0	repeat-rich-proxy	repeat-rich	fast	16	1	1048576	1	complete	0	0.015193112994893454	0.007039999999999999	0.013019999999999999	96108	1	0	5427	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5427	16
1.0.0	repeat-rich-proxy	repeat-rich	fast	16	100	16384	1	complete	0	0.08739314800186548	0.004987	0.016711999999999998	96408	1	0	5427	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5427	16
1.0.0	repeat-rich-proxy	repeat-rich	fast	16	100	65536	1	complete	0	0.014849088001938071	0.004033999999999999	0.015571999999999999	92756	1	0	5427	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5427	16
1.0.0	repeat-rich-proxy	repeat-rich	fast	16	100	262144	1	complete	0	0.22228541600634344	0.0052179999999999995	0.014976	101000	1	0	5430	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5430	16
1.0.0	repeat-rich-proxy	repeat-rich	fast	16	100	1048576	1	complete	0	0.1480692100012675	0.006803	0.013207	92308	1	0	5433	3	26032220			8	0	0	6	0	8609	8609	8156	0	363	4	2	0	0	0	0	2	0		4			0		5433	16
1.0.0	repeat-rich-proxy	repeat-rich	balanced	1	1	16384	1	complete	0	0.015322726001613773	0.0064849999999999994	0.0074919999999999995	25736	1	1	5998	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		5998	1
1.0.0	repeat-rich-proxy	repeat-rich	balanced	1	1	65536	1	complete	0	0.014632522004831117	0.006385	0.007272	26032	1	1	5998	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		5998	1
1.0.0	repeat-rich-proxy	repeat-rich	balanced	1	1	262144	1	complete	0	0.015118443006940652	0.005627	0.008466999999999999	26368	1	1	6001	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6001	1
1.0.0	repeat-rich-proxy	repeat-rich	balanced	1	1	1048576	1	complete	0	0.014236980001442134	0.0068189999999999995	0.0065249999999999996	25944	1	1	6004	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6004	1
1.0.0	repeat-rich-proxy	repeat-rich	balanced	1	100	16384	1	complete	0	0.01477770400379086	0.006366	0.007376	26556	1	1	6004	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6004	1
1.0.0	repeat-rich-proxy	repeat-rich	balanced	1	100	65536	1	complete	0	0.014027757999429014	0.0070929999999999995	0.0058	25916	1	1	6004	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6004	1
1.0.0	repeat-rich-proxy	repeat-rich	balanced	1	100	262144	1	complete	0	0.0151277309996658	0.00834	0.005939	27652	1	1	6007	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6007	1
1.0.0	repeat-rich-proxy	repeat-rich	balanced	1	100	1048576	1	complete	0	0.01529789900087053	0.007102	0.0070869999999999995	25992	1	1	6010	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6010	1
1.0.0	repeat-rich-proxy	repeat-rich	balanced	4	1	16384	1	complete	0	0.014726437999343034	0.006842	0.009692	50448	1	1	5998	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		5998	4
1.0.0	repeat-rich-proxy	repeat-rich	balanced	4	1	65536	1	complete	0	0.014861051000480074	0.010248	0.006323	50464	1	1	5998	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		5998	4
1.0.0	repeat-rich-proxy	repeat-rich	balanced	4	1	262144	1	complete	0	0.01486934700369602	0.006239	0.009936	52208	1	1	6001	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6001	4
1.0.0	repeat-rich-proxy	repeat-rich	balanced	4	1	1048576	1	complete	0	0.01491180599987274	0.0054789999999999995	0.010777	52480	1	1	6004	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6004	4
1.0.0	repeat-rich-proxy	repeat-rich	balanced	4	100	16384	1	complete	0	0.014871899998979643	0.005776	0.010348999999999999	50472	1	1	6004	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6004	4
1.0.0	repeat-rich-proxy	repeat-rich	balanced	4	100	65536	1	complete	0	0.015274124998541083	0.007405999999999999	0.00923	50744	1	1	6004	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6004	4
1.0.0	repeat-rich-proxy	repeat-rich	balanced	4	100	262144	1	complete	0	0.016091036995931063	0.007352	0.009384	33004	1	1	6007	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6007	4
1.0.0	repeat-rich-proxy	repeat-rich	balanced	4	100	1048576	1	complete	0	0.01566326499596471	0.007555999999999999	0.009134	31264	1	1	6010	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6010	4
1.0.0	repeat-rich-proxy	repeat-rich	balanced	8	1	16384	1	complete	0	0.015199665002000984	0.008149	0.00908	25688	1	1	5998	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		5998	8
1.0.0	repeat-rich-proxy	repeat-rich	balanced	8	1	65536	1	complete	0	0.015501431000302546	0.006031	0.011349	25608	1	1	5998	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		5998	8
1.0.0	repeat-rich-proxy	repeat-rich	balanced	8	1	262144	1	complete	0	0.01571739599603461	0.006196	0.011195	26780	1	1	6001	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6001	8
1.0.0	repeat-rich-proxy	repeat-rich	balanced	8	1	1048576	1	complete	0	0.01591746100166347	0.006872	0.010543	26276	1	1	6004	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6004	8
1.0.0	repeat-rich-proxy	repeat-rich	balanced	8	100	16384	1	complete	0	0.016322190000209957	0.009221	0.009203	26188	1	1	6004	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6004	8
1.0.0	repeat-rich-proxy	repeat-rich	balanced	8	100	65536	1	complete	0	0.01547640400531236	0.006167	0.011304999999999999	26140	1	1	6004	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6004	8
1.0.0	repeat-rich-proxy	repeat-rich	balanced	8	100	262144	1	complete	0	0.016236859999480657	0.007265	0.011026	24256	1	1	6007	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6007	8
1.0.0	repeat-rich-proxy	repeat-rich	balanced	8	100	1048576	1	complete	0	0.0156591870036209	0.009014	0.008983999999999999	26308	1	1	6010	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6010	8
1.0.0	repeat-rich-proxy	repeat-rich	balanced	16	1	16384	1	complete	0	0.016325074997439515	0.006666	0.014388999999999999	26284	1	1	6001	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6001	16
1.0.0	repeat-rich-proxy	repeat-rich	balanced	16	1	65536	1	complete	0	0.016293344997393433	0.007247	0.013845999999999999	24320	1	1	6001	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6001	16
1.0.0	repeat-rich-proxy	repeat-rich	balanced	16	1	262144	1	complete	0	0.016845250996993855	0.011462	0.009666	26192	1	1	6004	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6004	16
1.0.0	repeat-rich-proxy	repeat-rich	balanced	16	1	1048576	1	complete	0	0.016353197999706026	0.008067999999999999	0.012555	25728	1	1	6007	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6007	16
1.0.0	repeat-rich-proxy	repeat-rich	balanced	16	100	16384	1	complete	0	0.01622985599533422	0.006993999999999999	0.013899	25364	1	1	6007	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6007	16
1.0.0	repeat-rich-proxy	repeat-rich	balanced	16	100	65536	1	complete	0	0.01624642800015863	0.012499	0.00827	26488	1	1	6007	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6007	16
1.0.0	repeat-rich-proxy	repeat-rich	balanced	16	100	262144	1	complete	0	0.01593131700064987	0.009897	0.010889	25956	1	1	6010	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6010	16
1.0.0	repeat-rich-proxy	repeat-rich	balanced	16	100	1048576	1	complete	0	0.017034244003298227	0.010388	0.011131	25928	1	1	6013	3	26032220			12	0	0	10	0	8609	8609	8870	0	720	8	2	0	0	0	0	5	1		10			2		6013	16
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	1	1	16384	1	complete	0	0.0182910509975045	0.008336999999999999	0.008853	25408	1	1	6007	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6007	1
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	1	1	65536	1	complete	0	0.01958113900036551	0.010782	0.008244	25912	1	1	6007	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6007	1
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	1	1	262144	1	complete	0	0.018191244002082385	0.007837	0.009221	25916	1	1	6010	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6010	1
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	1	1	1048576	1	complete	0	0.01804212400020333	0.008562	0.008603999999999999	26248	1	1	6013	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6013	1
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	1	100	16384	1	complete	0	0.01824185899749864	0.008927	0.008121999999999999	25252	1	1	6013	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6013	1
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	1	100	65536	1	complete	0	0.017617057004827075	0.008263999999999999	0.008565999999999999	25736	1	1	6013	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6013	1
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	1	100	262144	1	complete	0	0.017566522998095024	0.007956999999999999	0.008876	26288	1	1	6016	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6016	1
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	1	100	1048576	1	complete	0	0.017842019005911425	0.006996	0.009653	26024	1	1	6019	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6019	1
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	4	1	16384	1	complete	0	0.019826539006317034	0.015193	0.004934	25396	1	1	6007	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6007	4
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	4	1	65536	1	complete	0	0.01780318599776365	0.009691	0.008501	25380	1	1	6007	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6007	4
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	4	1	262144	1	complete	0	0.019818964996375144	0.01132	0.008468999999999999	25960	1	1	6010	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6010	4
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	4	1	1048576	1	complete	0	0.018377894004515838	0.010865999999999999	0.008213999999999999	26172	1	1	6013	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6013	4
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	4	100	16384	1	complete	0	0.018853776004107203	0.010189	0.009224999999999999	25400	1	1	6013	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6013	4
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	4	100	65536	1	complete	0	0.017540493005071767	0.011661999999999999	0.006221	24548	1	1	6013	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6013	4
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	4	100	262144	1	complete	0	0.020434058002138045	0.014400999999999999	0.005797	26488	1	1	6016	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6016	4
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	4	100	1048576	1	complete	0	0.019019797000510152	0.011567	0.007854	26008	1	1	6019	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6019	4
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	8	1	16384	1	complete	0	0.018237028998555616	0.009451	0.010529	25596	1	1	6007	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6007	8
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	8	1	65536	1	complete	0	0.019098545002634637	0.009984999999999999	0.010749	25748	1	1	6007	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6007	8
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	8	1	262144	1	complete	0	0.019004859001142904	0.00989	0.010539999999999999	25632	1	1	6010	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6010	8
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	8	1	1048576	1	complete	0	0.04752002700115554	0.014027	0.010341999999999999	25624	1	1	6013	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6013	8
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	8	100	16384	1	complete	0	0.01897258900135057	0.011073	0.009425	26224	1	1	6013	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6013	8
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	8	100	65536	1	complete	0	0.017431349006074015	0.010657999999999999	0.008487999999999999	60812	1	1	6013	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6013	8
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	8	100	262144	1	complete	0	0.018268748994159978	0.012431	0.007859999999999999	60824	1	1	6016	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6016	8
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	8	100	1048576	1	complete	0	0.019305292997159995	0.012839	0.008092	62740	1	1	6019	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6019	8
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	16	1	16384	1	complete	0	0.017547515999467578	0.011630999999999999	0.009996999999999999	25924	1	1	6010	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6010	16
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	16	1	65536	1	complete	0	0.020831101996009238	0.010506999999999999	0.015274	57728	1	1	6010	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6010	16
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	16	1	262144	1	complete	0	0.02053135099413339	0.011963999999999999	0.012631	59496	1	1	6013	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6013	16
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	16	1	1048576	1	complete	0	0.020089031000679825	0.009932999999999999	0.015083	61708	1	1	6016	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6016	16
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	16	100	16384	1	complete	0	0.020593707995431032	0.011420999999999999	0.013845999999999999	61516	1	1	6016	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6016	16
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	16	100	65536	1	complete	0	0.018804603998432867	0.009042999999999999	0.01398	26204	1	1	6016	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6016	16
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	16	100	262144	1	complete	0	0.01881548399978783	0.009840999999999999	0.012589999999999999	26464	1	1	6019	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6019	16
1.0.0	repeat-rich-proxy	repeat-rich	sensitive	16	100	1048576	1	complete	0	0.020293333996960428	0.012159	0.012192	25448	1	1	6022	3	26032220			13	0	0	11	0	8609	8609	8934	0	752	9	2	0	0	0	0	6	1		12			2		6022	16
